Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G3,W3,2022-10-26,Lolium perenne,Lpc6,wild,c, 64.6,1.37,,31,5, 25.50, 0.20,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpc7,wild,c, 59.7,1.90,,30,6, 20.90, 0.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi1,cultivated,i, 37.0,1.19,,41,6, 33.30, 1.20,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi2,cultivated,i, 39.4,1.37,,43,6, 33.10, 1.00,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi3,cultivated,i, 39.9,1.48,,46,7, 35.30, 1.30,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi4,cultivated,i, 34.1,1.29,,50,11, 39.50, 1.00,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi5,cultivated,i, 39.0,1.44,,55,7, 33.20, 1.20,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi6,cultivated,i, 41.1,1.42,,50,8, 38.20, 1.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvi7,cultivated,i, 33.2,1.26,,53,7, 37.20, 1.20,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi1,wild,i, 47.6,1.72,,23,3, 17.80, 0.25,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi2,wild,i, 46.8,1.91,,26,7, 22.50, 0.30,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi3,wild,i, 43.3,1.54,,30,7, 24.70, 0.30,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi4,wild,i, 46.2,1.78,,27,4, 22.70, 0.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi5,wild,i, 43.2,1.55,,34,6, 28.80, 0.45,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi6,wild,i, 45.7,1.70,,26,8, 21.20, 0.30,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lpi7,wild,i, 41.8,1.80,,28,4, 24.80, 0.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs1,cultivated,s, 9.6,,dry,47,9, 35.20, 1.20,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs2,cultivated,s, 10.8,,dry,48,6, 37.50, 1.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs3,cultivated,s, 15.7,2.07,,50,6, 39.20, 1.20,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs4,cultivated,s, 15.0,,dry,43,6, 32.30, 1.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs5,cultivated,s, 11.9,,dry,47,7, 36.60, 1.40,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs6,cultivated,s, 14.4,,dry,50,8, 39.50, 1.20,,,,,,,,,
G3,W3,2022-10-26,Hordeum vulgare,Hvs7,cultivated,s, 11.2,,dry,56,7, 42.30, 1.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps1,wild,s, 19.1,1.44,,36,5, 31.00, 0.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps2,wild,s, 25.0,1.71,,28,6, 23.80, 0.30,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps3,wild,s, 27.8,1.79,,32,5, 26.00, 0.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps4,wild,s, 25.2,1.50,,30,5, 25.20, 0.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps5,wild,s, 22.4,1.77,,38,5, 33.30, 0.30,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps6,wild,s, 19.3,1.81,,25,7, 21.20, 0.40,,,,,,,,,
G3,W3,2022-10-26,Lolium perenne,Lps7,wild,s, 24.1,1.63,,18,6, 15.10, 0.20,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc1,cultivated,c, 61.7,1.30,,49,8, 37.20, 1.20,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc2,cultivated,c, 53.8,1.07,,49,9, 36.30, 1.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc3,cultivated,c, 56.0,1.07,,46,8, 33.10, 1.20,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc4,cultivated,c, 66.4,1.27,,53,8, 41.50, 1.30,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc5,cultivated,c, 53.8,1.23,,48,8, 37.20, 1.20,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc6,cultivated,c, 61.1,1.17,,53,8, 38.00, 1.50,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvc7,cultivated,c, 66.6,1.23,,48,7, 39.20, 1.20,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc1,wild,c, 60.5,1.70,,32,6, 28.80, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc2,wild,c, 57.1,1.31,,33,10, 27.00, 0.42,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc3,wild,c, 61.9,1.58,,33,3, 27.00, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc4,wild,c, 59.5,1.48,,28,6, 24.20, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc5,wild,c, 58.1,1.64,,32,7, 28.00, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc6,wild,c, 65.0,1.28,,30,6, 25.60, 0.30,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpc7,wild,c, 62.1,1.94,,37,8, 28.70, 0.41,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi1,cultivated,i, 30.9,1.25,,56,8, 34.70, 1.30,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi2,cultivated,i, 27.8,1.29,,55,9, 34.80, 1.20,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi3,cultivated,i, 22.7,1.48,,58,13, 36.00, 1.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi4,cultivated,i, 21.3,1.24,,50,14, 38.20, 1.25,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi5,cultivated,i, 28.5,1.22,,54,8, 41.50, 1.10,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi6,cultivated,i, 29.3,1.40,,50,11, 39.70, 1.50,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvi7,cultivated,i, 22.9,1.21,,44,9, 41.60, 1.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi1,wild,i, 43.4,1.99,,27,5, 21.80, 0.20,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi2,wild,i, 44.1,1.62,,32,9, 27.80, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi3,wild,i, 43.2,1.61,,36,8, 29.20, 0.30,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi4,wild,i, 44.2,1.79,,31,4, 24.90, 0.50,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi5,wild,i, 39.6,1.62,,36,6, 29.70, 0.50,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi6,wild,i, 44.5,1.37,,30,11, 25.00, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lpi7,wild,i, 39.2,1.57,,29,4, 25.20, 0.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs1,cultivated,s, 9.0,,dry,47,11, 35.40, 1.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs2,cultivated,s, 7.5,,dry,55,7, 43.10, 1.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs3,cultivated,s, 9.5,,dry,50,7, 38.60, 1.40,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs4,cultivated,s, 11.1,,dry,52,7, 39.00, 1.30,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs5,cultivated,s, 9.5,,dry,48,8, 37.30, 1.50,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs6,cultivated,s, 8.8,,dry,53,10, 43.00, 1.30,,,,,,,,,
G3,W4,2022-11-02,Hordeum vulgare,Hvs7,cultivated,s, 8.1,,dry,55,7, 42.20, 1.30,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps1,wild,s, 19.5,1.29,,38,7, 32.50, 0.50,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps2,wild,s, 21.7,1.48,,31,9, 27.00, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps3,wild,s, 26.5,1.56,,36,7, 29.80, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps4,wild,s, 22.4,1.25,,34,7, 27.70, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps5,wild,s, 21.5,1.49,,41,5, 33.20, 0.40,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps6,wild,s, 23.3,1.39,,29,10, 21.50, 0.30,,,,,,,,,
G3,W4,2022-11-02,Lolium perenne,Lps7,wild,s, 24.0,1.43,,23,8, 19.40, 0.20,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc1,cultivated,c, 58.4,1.28,,46,10, 33.60, 1.30,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc2,cultivated,c, 45.2,1.12,,47,14, 36.40, 1.40,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc3,cultivated,c, 54.1,1.46,,49,10, 36.10, 1.30,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc4,cultivated,c, 54.3,1.34,,54,11, 41.50, 1.45,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc5,cultivated,c, 54.3,1.18,,48,8, 37.30, 1.30,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc6,cultivated,c, 57.4,1.22,,52,8, 39.90, 1.40,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvc7,cultivated,c, 59.3,1.24,,49,8, 39.70, 1.20,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc1,wild,c, 63.9,1.23,,36,8, 31.10, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc2,wild,c, 64.3,1.11,,33,12, 30.30, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc3,wild,c, 57.1,1.46,,40,4, 30.80, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc4,wild,c, 59.8,1.30,,35,9, 25.30, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc5,wild,c, 62.1,1.60,,42,10, 34.50, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc6,wild,c, 64.0,1.29,,38,9, 28.80, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpc7,wild,c, 55.9,1.60,,36,10, 28.60, 0.50,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi1,cultivated,i, 20.3,1.23,,51,8, 35.60, 1.30,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi2,cultivated,i, 16.1,1.24,,47,10, 34.30, 1.20,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi3,cultivated,i, 13.2,,dry,55,12, 41.20, 1.40,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi4,cultivated,i, 14.0,,dry,50,16, 35.30, 1.20,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi5,cultivated,i, 11.8,,dry,54,9, 41.00, 1.40,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi6,cultivated,i, 16.1,1.23,,50,14, 45.70, 1.40,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvi7,cultivated,i, 13.4,,dry,55,13, 41.70, 1.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi1,wild,i, 30.7,1.47,,34,7, 27.80, 0.30,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi2,wild,i, 33.3,1.38,,34,12, 26.90, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi3,wild,i, 40.4,1.35,,40,11, 32.10, 0.30,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi4,wild,i, 31.3,1.52,,36,5, 27.70, 0.60,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi5,wild,i, 32.8,1.49,,42,6, 33.30, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi6,wild,i, 34.7,1.21,,32,11, 26.00, 0.45,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lpi7,wild,i, 37.5,1.44,,32,7, 25.10, 0.50,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs1,cultivated,s, 3.2,,dry,47,8, 35.20, 1.10,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs2,cultivated,s, 3.1,,dry,55,6, 43.00, 1.00,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs3,cultivated,s, 4.1,,dry,50,6, 38.70, 1.00,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs4,cultivated,s, 5.4,,dry,51,6, 38.70, 1.00,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs5,cultivated,s, 3.2,,dry,48,7, 36.50, 1.10,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs6,cultivated,s, 4.2,,dry,52,8, 40.40, 0.90,,,,,,,,,
G3,W5,2022-11-09,Hordeum vulgare,Hvs7,cultivated,s, 3.1,,dry,53,5, 42.00, 1.20,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps1,wild,s, 10.3,,dry,40,7, 32.10, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps2,wild,s, 11.4,,dry,32,12, 25.30, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps3,wild,s, 16.0,,dry,37,9, 29.50, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps4,wild,s, 14.4,,dry,39,8, 31.00, 0.50,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps5,wild,s, 14.2,,dry,42,5, 35.20, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps6,wild,s, 11.9,,dry,30,13, 24.50, 0.40,,,,,,,,,
G3,W5,2022-11-09,Lolium perenne,Lps7,wild,s, 16.0,,dry,24,11, 19.70, 0.30,,,,,,,,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc1,cultivated,c, 60.1,1.52,,48,16, 33.10, 1.15, 38.06,, 8.56, 0.66, 26.560, 0.950, 0.100,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc2,cultivated,c, 53.1,1.61,,57,19, 41.20, 1.40, 56.68,, 10.81, 0.78, 51.940, 2.560, 0.180,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc3,cultivated,c, 52.1,1.39,,43,13, 41.50, 1.40, 58.10,, 8.64, 0.62, 37.850, 0.750, 0.070,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc4,cultivated,c, 60.1,1.78,,54,17, 39.60, 1.30, 51.48,, 8.72, 0.76, 29.920, 0.970, 0.090,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc5,cultivated,c, 52.9,1.29,,52,13, 35.40, 1.30, 46.02,, 7.72, 0.62, 24.430, 1.110, 0.100,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc6,cultivated,c, 56.7,1.48,,51,15, 40.70, 1.50, 61.05,, 8.82, 0.69, 27.680, 0.950, 0.090,,
G3,W6,2022-11-23,Hordeum vulgare,Hvc7,cultivated,c, 50.9,1.41,,48,10, 39.70, 1.20, 47.64,, 6.27, 0.56, 33.000, 0.610, 0.040,,
G3,W6,2022-11-23,Lolium perenne,Lpc1,wild,c, 50.9,1.57,,45,10, 35.00, 0.50, 17.05,, 1.52, 0.15, 14.330, 0.150, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpc2,wild,c, 57.8,1.20,,51,21, 45.00, 0.60, 26.48,, 3.18, 0.27, 21.820, 0.200, 0.010,,
G3,W6,2022-11-23,Lolium perenne,Lpc3,wild,c, 58.2,1.54,,49,7, 36.00, 0.50, 17.85,, 1.41, 0.13, 19.900, 0.120, 0.030,,
G3,W6,2022-11-23,Lolium perenne,Lpc4,wild,c, 58.2,1.70,,34,14, 25.00, 0.50, 12.50,, 1.69, 0.11, 10.920, 0.030, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpc5,wild,c, 53.8,1.50,,43,15, 34.20, 0.50, 17.10,, 1.92, 0.11, 12.880, 0.050, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpc6,wild,c, 61.3,1.40,,45,13, 36.70, 0.40, 14.68,, 1.57, 0.12, 9.140, 0.040, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpc7,wild,c, 52.4,1.54,,45,11, 29.00, 0.60, 17.40,, 2.17, 0.19, 19.220, 0.060, 0.000,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi1,cultivated,i, 6.6,,dry,53,11, 40.70, 1.20, 48.84,, 5.79, 0.62, 27.900, 1.850, 0.190,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi2,cultivated,i, 8.9,,dry,57,11, 41.20, 1.20, 49.44,, 7.03, 0.63, 18.670, 1.290, 0.170,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi3,cultivated,i, 5.2,,dry,55,10, 37.70, 1.30, 49.01,, 7.35, 0.88, 19.570, 2.660, 0.340,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi4,cultivated,i, 4.3,,dry,48,9, 35.10, 1.00, 35.10,, 4.63, 0.89, 18.140, 1.950, 0.240,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi5,cultivated,i, 5.1,,dry,58,10, 40.30, 1.25, 50.38,, 6.88, 0.72, 15.090, 1.260, 0.220,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi6,cultivated,i, 9.9,,dry,55,16, 42.40, 1.50, 63.60,, 12.15, 1.12, 20.020, 2.140, 0.320,,
G3,W6,2022-11-23,Hordeum vulgare,Hvi7,cultivated,i, 9.1,,dry,54,12, 41.50, 1.40, 58.10,, 8.30, 0.90, 17.710, 1.550, 0.260,,
G3,W6,2022-11-23,Lolium perenne,Lpi1,wild,i, 28.4,1.24,,37,11, 27.60, 0.35, 9.66,, 1.02, 0.09, 9.880, 0.140, 0.010,,
G3,W6,2022-11-23,Lolium perenne,Lpi2,wild,i, 24.7,1.40,,39,21, 32.10, 0.40, 12.84,, 2.58, 0.20, 17.770, 0.130, 0.010,,
G3,W6,2022-11-23,Lolium perenne,Lpi3,wild,i, 30.1,1.45,,35,15, 23.10, 0.40, 9.24,, 2.03, 0.14, 16.310, 0.110, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpi4,wild,i, 26.3,1.40,,44,10, 32.10, 0.60, 19.26,, 2.03, 0.19, 10.000, 0.160, 0.020,,
G3,W6,2022-11-23,Lolium perenne,Lpi5,wild,i, 21.6,1.21,,45,14, 36.10, 0.50, 18.05,, 2.75, 0.22, 16.450, 0.100, 0.000,,
G3,W6,2022-11-23,Lolium perenne,Lpi6,wild,i, 25.2,1.21,,32,21, 26.00, 0.40, 10.40,, 2.14, 0.17, 14.290, 0.110, 0.010,,
G3,W6,2022-11-23,Lolium perenne,Lpi7,wild,i, 19.0,1.37,,36,10, 28.90, 0.45, 13.01,, 1.29, 0.12, 13.410, 0.050, 0.000,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs1,cultivated,s, 3.0,,dry,47,7, 35.40, 1.10, 38.94,, 3.50, 0.59, 25.795, 1.280, 0.200,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs2,cultivated,s, 2.1,,dry,50,8, 40.10, 1.30, 52.13,, 3.32, 0.60, 19.140, 1.020, 0.170,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs3,cultivated,s, 3.2,,dry,45,7, 35.70, 1.20, 42.84,, 3.55, 0.58, 24.550, 0.900, 0.150,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs4,cultivated,s, 5.2,,dry,50,6, 38.70, 1.35, 52.25,, 3.78, 0.48, 21.030, 1.100, 0.160,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs5,cultivated,s, 4.8,,dry,47,7, 40.20, 1.40, 56.28,, 2.92, 0.53, 23.700, 1.020, 0.240,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs6,cultivated,s, 4.2,,dry,45,6, 36.20, 1.20, 43.44,, 3.52, 0.59, 19.690, 0.760, 0.210,,
G3,W6,2022-11-23,Hordeum vulgare,Hvs7,cultivated,s, 3.9,,dry,53,6, 42.40, 1.50, 63.60,, 4.44, 0.68, 17.010, 0.980, 0.210,,
G3,W6,2022-11-23,Lolium perenne,Lps1,wild,s, 3.7,,dry,44,10, 36.70, 0.40, 14.68,, 1.36, 0.15, 14.885, 0.050, 0.020,,
G3,W6,2022-11-23,Lolium perenne,Lps2,wild,s, 5.6,,dry,40,19, 25.60, 0.40, 10.24,, 2.01, 0.22, 13.980, 0.160, 0.030,,
G3,W6,2022-11-23,Lolium perenne,Lps3,wild,s, 8.3,,dry,39,14, 25.40, 0.60, 15.24,, 2.33, 0.20, 15.960, 0.030, 0.001,,
G3,W6,2022-11-23,Lolium perenne,Lps4,wild,s, 8.3,,dry,40,13, 31.10, 0.40, 12.44,, 1.63, 0.16, 14.120, 0.130, 0.020,,
G3,W6,2022-11-23,Lolium perenne,Lps5,wild,s, 12.2,,dry,47,6, 35.50, 0.50, 17.75,, 1.46, 0.13, 13.600, 0.060, 0.020,,
G3,W6,2022-11-23,Lolium perenne,Lps6,wild,s, 10.0,,dry,31,21, 26.10, 0.35, 9.14,, 1.81, 0.15, 18.060, 0.080, 0.020,,
G3,W6,2022-11-23,Lolium perenne,Lps7,wild,s, 10.3,,dry,32,18, 29.20, 0.30, 8.76,, 1.15, 0.09, 18.150, 0.060, 0.010,,
G4,W1,2022-10-05,Beta vulgaris,Bvc1,cultivated,c, 59.5,1.76,,12.8,3, 6.00, 2.50, 9.83, 21.00,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc2,cultivated,c, 56.3,1.57,,15.8,4, 7.00, 3.50, 15.23, 26.00,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc3,cultivated,c, 57.6,1.50,,14.0,4, 7.00, 3.50, 19.34, 25.50,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc4,cultivated,c, 59.2,1.75,,10.0,3, 5.50, 3.00, 9.41, 23.90,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc5,cultivated,c, 56.2,1.56,,13.0,3, 7.00, 2.80, 13.71, 22.90,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc6,cultivated,c, 56.9,1.42,,11.8,2, 6.50, 2.20, 12.57, 21.80,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvc7,cultivated,c, 57.5,1.66,,12.0,3, 5.70, 2.50, 7.95, 21.20,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc1,wild,c, 63.7,1.77,,11.2,4, 4.20, 3.30, 14.64, 21.60,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc2,wild,c, 57.2,1.72,,12.2,4, 4.80, 4.00, 15.51, 23.10,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc3,wild,c, 66.0,1.77,,13.5,5, 4.50, 4.00, 16.18, 24.80,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc4,wild,c, 57.6,1.70,,10.6,3, 4.00, 3.00, 8.97, 22.00,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc5,wild,c, 62.1,1.95,,10.0,4, 4.00, 3.00, 8.65, 25.20,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc6,wild,c, 61.8,2.15,,11.0,4, 3.50, 4.00, 12.22, 26.60,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooc7,wild,c, 58.8,1.74,,11.5,4, 4.40, 3.50, 11.92, 26.80,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi1,cultivated,i, 57.6,1.83,,14.4,3, 6.00, 2.10, 9.57, 24.00,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi2,cultivated,i, 65.7,1.60,,10.3,3, 5.90, 3.00, 10.53, 26.00,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi3,cultivated,i, 58.0,1.57,,10.6,3, 5.50, 2.40, 7.69, 21.20,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi4,cultivated,i, 62.1,1.84,,12.1,2, 6.50, 2.50, 9.32, 20.10,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi5,cultivated,i, 64.7,1.43,,10.0,2, 5.50, 2.30, 8.47, 23.20,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi6,cultivated,i, 66.5,1.79,,12.5,2, 6.00, 2.50, 12.77, 22.20,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvi7,cultivated,i, 51.9,1.53,,12.4,3, 7.00, 2.60, 12.02, 25.80,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi1,wild,i, 72.3,1.96,,9.9,4, 4.00, 3.00, 7.32, 23.10,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi2,wild,i, 60.3,1.66,,11.9,5, 4.00, 3.50, 11.78, 27.30,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi3,wild,i, 60.2,1.85,,12.5,5, 4.10, 3.60, 15.35, 28.90,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi4,wild,i, 62.2,1.83,,8.8,4, 3.50, 2.60, 7.28, 26.20,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi5,wild,i, 65.9,1.84,,9.9,5, 3.70, 3.00, 10.88, 26.10,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi6,wild,i, 58.8,1.71,,9.7,4, 3.50, 3.00, 9.78, 26.70,,,,,,,
G4,W1,2022-10-05,Sonchus oleraceus,Sooi7,wild,i, 61.6,1.67,,9.8,5, 3.00, 2.20, 8.82, 29.10,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvs1,cultivated,s, 46.8,1.48,,13.8,3, 6.00, 2.10, 9.52, 22.30,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvs2,cultivated,s, 45.9,1.63,,10.0,3, 5.00, 1.90, 7.19, 20.20,,,,,,,
G4,W1,2022-10-05,Beta vulgaris,Bvs3,cultivated,s, 40.2,1.63,,12.0,3, 6.60, 2.20, 12.03, 22.70,,,,,,,
