Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G4,W6,2022-11-23,Sonchus oleraceus,Sooc3,wild,c, 4.0,,dry,19.0,13, 9.50, 5.50, 34.67,35.60, 21.42, 2.81, 22.420, 2.630, 0.990,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc4,wild,c, 7.9,,dry,12.0,14, 5.50, 3.50, 30.00,28.70, 20.55, 1.22, 37.850, 1.800, 0.350,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc5,wild,c, 6.6,,dry,10.0,15, 3.90, 3.00, 64.93,30.10, 21.52, 1.64, 27.500, 2.140, 0.560,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc6,wild,c, 6.3,,dry,12.7,15, 6.20, 4.00, 74.00,35.10, 23.36, 2.12, 25.200, 1.950, 0.650,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc7,wild,c, 4.4,,dry,11.9,13, 4.50, 3.90, 37.08,36.70, 20.19, 2.73, 24.280, 2.120, 0.900,,
G4,W6,2022-11-23,Beta vulgaris,Bvi1,cultivated,i, 5.8,,dry,26.8,9, 10.50, 6.50, 47.18,35.80, 14.43, 0.96, 43.990, 0.440, 0.130,,
G4,W6,2022-11-23,Beta vulgaris,Bvi2,cultivated,i, 6.8,,dry,27.4,5, 15.00, 7.50, 43.59,38.10, 11.07, 0.96, 32.540, 1.140, 0.420,,
G4,W6,2022-11-23,Beta vulgaris,Bvi3,cultivated,i, 4.8,,dry,19.4,7, 13.70, 6.00, 65.72,31.50, 11.29, 0.97, 16.810, 0.600, 0.210,,
G4,W6,2022-11-23,Beta vulgaris,Bvi4,cultivated,i, 18.0,1.07,,10.9,10, 5.90, 3.20, 47.35,26.20, 11.98, 0.61, 8.850, 0.310, 0.010,,
G4,W6,2022-11-23,Beta vulgaris,Bvi5,cultivated,i, 6.1,,dry,11.2,9, 6.90, 2.80, 50.61,26.60, 10.91, 0.77, 15.800, 1.300, 0.200,,
G4,W6,2022-11-23,Beta vulgaris,Bvi6,cultivated,i, 8.1,,dry,11.2,10, 6.80, 2.80, 44.46,33.60, 13.14, 0.76, 27.250, 0.730, 0.250,,
G4,W6,2022-11-23,Beta vulgaris,Bvi7,cultivated,i, 4.6,,dry,28.5,10, 12.90, 5.00, 44.32,33.60, 10.59, 0.92, 30.460, 0.960, 0.440,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi1,wild,i, 7.4,,dry,12.4,15, 4.50, 3.50, 12.65,33.50, 15.28, 1.12, 42.830, 1.060, 0.350,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi2,wild,i, 4.8,,dry,13.7,12, 6.40, 3.40, 47.04,39.90, 11.59, 1.32, 24.370, 2.010, 0.760,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi3,wild,i, 4.1,,dry,16.7,13, 8.00, 4.70, 22.41,34.50, 13.42, 1.83, 25.670, 2.220, 1.070,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi4,wild,i, 1.1,,dry,9.5,5, 4.60, 2.20, 5.36,34.30, 1.67, 0.70, 19.690, 0.410, 0.300,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi5,wild,i, 3.0,,dry,38.1,10, 8.00, 7.50, 45.67,40.20, 9.00, 1.18, 28.670, 2.340, 1.080,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi6,wild,i, 2.3,,dry,35.4,10, 9.10, 7.10, 35.17,42.20, 4.86, 1.03, 30.430, 1.030, 0.570,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi7,wild,i, 3.8,,dry,31.2,10, 13.40, 7.60, 57.18,34.50, 8.91, 1.30, 24.910, 2.420, 1.070,,
G4,W6,2022-11-23,Beta vulgaris,Bvs1,cultivated,s, 2.4,,dry,21.6,4, 12.20, 4.40, 26.67,37.80, 4.43, 0.53, 27.010, 0.550, 0.110,,
G4,W6,2022-11-23,Beta vulgaris,Bvs2,cultivated,s, 0.6,,dry,14.5,5, 9.50, 3.20, 13.20,31.40, 1.61, 0.58, 34.370, 0.660, 0.400,,
G4,W6,2022-11-23,Beta vulgaris,Bvs3,cultivated,s, 8.2,,dry,,,,,,, 0.41, 0.35, 8.160, 0.300, 0.070,,
G4,W6,2022-11-23,Beta vulgaris,Bvs4,cultivated,s, 1.7,,dry,14.7,4, 8.70, 6.00, 18.93,26.40, 3.42, 0.60, 29.350, 0.740, 0.140,,
G4,W6,2022-11-23,Beta vulgaris,Bvs5,cultivated,s, 0.8,,dry,18.3,5, 10.00, 4.50, 20.39,39.10, 3.22, 0.54, 16.360, 0.460, 0.100,,
G4,W6,2022-11-23,Beta vulgaris,Bvs6,cultivated,s, 1.3,,dry,15.3,4, 9.10, 3.30, 17.75,40.70, 1.80, 0.47, 24.230, 0.350, 0.150,,
G4,W6,2022-11-23,Beta vulgaris,Bvs7,cultivated,s, 3.3,,dry,15.6,4, 9.70, 5.40, 31.53,24.20, 3.91, 0.42, 10.190, 0.220, 0.080,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos1,wild,s, 4.1,,dry,26.2,8, 11.70, 6.40, 31.84,40.80, 4.96, 0.69, 34.400, 1.030, 0.360,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos2,wild,s, 5.7,,dry,10.6,9, 4.80, 3.70, 11.45,30.30, 7.77, 1.06, 45.700, 2.410, 0.980,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos3,wild,s, 2.8,,dry,28.7,8, 10.40, 6.50, 31.02,35.80, 4.52, 0.76, 19.350, 1.150, 0.500,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos4,wild,s, 3.1,,dry,13.5,8, 4.70, 3.80, 10.51,32.20, 4.31, 0.76, 18.120, 2.170, 1.140,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos5,wild,s, 3.4,,dry,32.1,9, 10.00, 5.80, 22.74,24.90, 4.83, 0.75, 17.200, 1.570, 0.680,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos6,wild,s, 3.2,,dry,12.5,7, 4.70, 3.30, 17.29,29.60, 1.38, 0.35, 37.110, 0.900, 0.490,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos7,wild,s, 2.2,,dry,11.0,11, 4.10, 3.10, 29.35,36.00, 5.12, 1.08, 18.980, 2.180, 1.210,,
G5,W1,2022-10-05,Raphanus sativus,Rsc1,cultivated,c, 59.0,1.35,,10,5, 5.00, 3.40, 15.79, 24.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc2,cultivated,c, 57.6,1.60,,9,5, 4.70, 3.20, 12.03, 24.90,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc3,cultivated,c, 60.1,1.27,,9,3, 5.30, 2.80, 11.42, 23.90,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc4,cultivated,c, 61.3,1.27,,11,5, 6.40, 3.80, 19.96, 21.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc5,cultivated,c, 62.4,1.35,,11,5, 5.40, 3.60, 13.68, 26.50,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc6,cultivated,c, 61.6,1.31,,7,3, 4.00, 2.90, 17.30, 25.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc7,cultivated,c, 62.0,1.39,,11,5, 6.20, 3.50, 16.43, 23.80,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc1,wild,c, 53.7,1.35,,3,8, 1.90, 1.10, 1.41, 24.30,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc2,wild,c, 53.3,1.25,,2,9, 2.00, 1.10, 1.68, 22.90,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc3,wild,c, 49.9,1.59,,4,8, 1.90, 1.20, 1.91, 22.80,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc4,wild,c, 60.6,1.47,,4,6, 2.50, 1.10, 2.01, 27.50,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc5,wild,c, 57.1,1.51,,4,8, 2.10, 1.10, 1.62, 28.40,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc6,wild,c, 50.9,1.43,,3,9, 1.80, 1.20, 1.67, 26.00,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poc7,wild,c, 55.8,1.47,,3,6, 1.70, 1.10, 1.29, 26.80,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi1,cultivated,i, 53.2,1.23,,9,4, 5.50, 3.20, 14.90, 20.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi2,cultivated,i, 61.4,1.23,,9,3, 4.80, 3.10, 14.40, 23.40,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi3,cultivated,i, 62.5,1.26,,11,3, 5.50, 3.60, 15.78, 25.10,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi4,cultivated,i, 61.5,1.24,,12,5, 7.00, 3.80, 20.76, 24.00,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi5,cultivated,i, 60.3,1.35,,9,5, 5.20, 2.90, 11.78, 29.60,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi6,cultivated,i, 55.9,1.40,,12,5, 7.00, 4.20, 25.86, 21.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi7,cultivated,i, 54.3,1.27,,9,4, 4.70, 3.30, 15.13, 22.80,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi1,wild,i, 57.5,1.18,,3,7, 1.60, 0.90, 1.28, 25.60,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi2,wild,i, 57.2,1.34,,3,6, 1.90, 1.10, 1.67, 25.50,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi3,wild,i, 55.5,1.29,,3,6, 1.40, 0.80, 0.80, 18.20,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi4,wild,i, 50.7,1.75,,3,6, 1.80, 1.10, 1.76, 27.70,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi5,wild,i, 56.7,1.50,,2,6, 1.60, 0.80, 1.06, 26.90,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi6,wild,i, 50.5,1.31,,2,5, 1.80, 1.10, 1.50, 21.40,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Poi7,wild,i, 57.9,1.40,,3,6, 1.80, 1.10, 1.44, 25.40,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss1,cultivated,s, 56.6,1.25,,11,4, 5.90, 3.40, 15.68, 22.10,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss2,cultivated,s, 60.1,1.44,,9,4, 5.80, 3.00, 16.61, 25.80,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss3,cultivated,s, 62.2,1.41,,10,5, 5.00, 3.80, 14.17, 23.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss4,cultivated,s, 57.2,1.41,,10,4, 5.10, 3.20, 16.98, 27.50,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss5,cultivated,s, 57.6,1.33,,11,4, 7.60, 4.60, 29.80, 23.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss6,cultivated,s, 60.5,1.40,,8,4, 4.20, 2.50, 8.70, 23.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss7,cultivated,s, 54.6,1.23,,13,4, 6.50, 3.80, 22.40, 27.00,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos1,wild,s, 52.7,1.35,,3,5, 1.80, 1.00, 1.63, 25.90,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos2,wild,s, 55.1,1.24,,5,6, 1.70, 1.50, 1.84, 26.90,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos3,wild,s, 58.0,1.28,,3,4, 1.30, 0.80, 0.96, 21.70,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos4,wild,s, 50.0,1.41,,2,3, 1.40, 1.00, 1.07, 21.50,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos5,wild,s, 58.9,1.36,,2,8, 1.80, 1.20, 1.82, 26.20,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos6,wild,s, 52.8,1.51,,3,6, 1.80, 1.10, 1.35, 26.50,,,,,,Alive,
G5,W1,2022-10-05,Portulaca oleracea,Pos7,wild,s, 60.7,1.41,,2,4, 1.10, 0.60, 1.79, 21.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc1,cultivated,c, 19.2,1.05,,13,7, 7.00, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc2,cultivated,c, 27.8,1.14,,13,8, 7.60, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc3,cultivated,c, 24.5,1.06,,10,5, 5.40, 3.00,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc4,cultivated,c, 27.1,1.47,,14,6, 8.40, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc5,cultivated,c, 18.3,1.20,,15,6, 7.50, 4.70,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc6,cultivated,c, 19.4,1.25,,16,6, 8.00, 6.00,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc7,cultivated,c, 30.3,1.24,,14,8, 8.00, 5.00,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc1,wild,c, 36.7,1.10,,5,12, 2.00, 1.30,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc2,wild,c, 34.0,1.11,,5,12, 2.20, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc3,wild,c, 31.5,1.19,,4,12, 1.90, 1.30,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc4,wild,c, 36.7,1.19,,7,21, 2.40, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc5,wild,c, 36.0,1.27,,10,19, 2.00, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc6,wild,c, 35.3,1.23,,4,12, 2.00, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poc7,wild,c, 34.0,1.17,,4,12, 1.80, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi1,cultivated,i, 35.0,1.15,,13,6, 7.30, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi2,cultivated,i, 43.0,1.14,,12,5, 5.90, 3.80,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi3,cultivated,i, 37.1,1.18,,14,5, 7.30, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi4,cultivated,i, 34.2,1.08,,18,7, 10.50, 6.00,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi5,cultivated,i, 36.9,1.15,,10,5, 5.30, 3.70,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi6,cultivated,i, 39.7,1.19,,11,5, 6.00, 3.20,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi7,cultivated,i, 30.6,1.23,,16,7, 9.00, 5.50,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi1,wild,i, 37.8,1.11,,3,12, 1.30, 1.00,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi2,wild,i, 40.5,1.40,,6,7, 2.00, 1.10,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi3,wild,i, 42.9,1.19,,4,9, 1.40, 0.70,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi4,wild,i, 46.8,1.49,,7,14, 2.00, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi5,wild,i, 45.1,1.35,,4,11, 1.50, 0.90,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi6,wild,i, 44.9,1.21,,4,12, 2.00, 1.10,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Poi7,wild,i, 47.0,1.21,,3,12, 2.00, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss1,cultivated,s, 58.2,1.12,,5,7, 7.00, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss2,cultivated,s, 63.8,1.50,,11,6, 6.90, 3.90,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss3,cultivated,s, 54.7,1.10,,4,7, 6.50, 5.00,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss4,cultivated,s, 54.1,1.02,,4,6, 7.00, 4.50,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss5,cultivated,s, 56.9,1.22,,5,6, 8.80, 7.20,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss6,cultivated,s, 52.8,0.90,,7,6, 8.40, 5.30,,,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss7,cultivated,s, 56.2,1.04,,3,6, 7.40, 5.10,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos1,wild,s, 57.7,1.15,,5,13, 2.10, 1.30,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos2,wild,s, 51.1,1.14,,11,14, 2.20, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos3,wild,s, 47.5,1.52,,4,11, 1.80, 1.00,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos4,wild,s, 50.1,1.53,,4,12, 1.70, 0.90,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos5,wild,s, 52.4,1.39,,5,15, 2.10, 1.80,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos6,wild,s, 46.8,1.32,,7,10, 1.90, 1.20,,,,,,,,Alive,
G5,W2,2022-10-19,Portulaca oleracea,Pos7,wild,s, 52.9,1.12,,3,11, 1.50, 0.90,,,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc1,cultivated,c, 56.9,1.04,,13,9, 7.40, 4.50,, 22.80,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc2,cultivated,c, 57.1,1.33,,13,9, 7.40, 4.60,, 24.40,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc3,cultivated,c, 55.7,1.05,,10,6, 5.50, 2.90,, 25.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc4,cultivated,c, 56.6,0.87,,14,8, 8.30, 4.50,, 24.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc5,cultivated,c, 51.4,1.14,,15,8, 7.50, 4.70,, 20.00,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc6,cultivated,c, 47.8,0.96,,16,7, 8.30, 6.10,, 19.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc7,cultivated,c, 55.0,0.93,,14,9, 8.50, 5.00,, 20.60,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc1,wild,c, 53.2,1.09,,4,14, 2.00, 1.10,, 26.80,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc2,wild,c, 58.6,1.23,,4,22, 2.20, 1.20,, 27.10,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc3,wild,c, 50.6,1.46,,4,24, 2.00, 1.30,, 29.80,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc4,wild,c, 59.4,1.27,,8,22, 2.60, 1.30,, 30.00,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc5,wild,c, 54.9,1.34,,11,20, 3.10, 1.20,, 30.40,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc6,wild,c, 57.1,1.17,,5,19, 2.00, 1.20,, 29.50,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poc7,wild,c, 52.4,1.43,,5,19, 1.70, 1.20,, 28.50,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi1,cultivated,i, 26.0,1.11,,13,6, 7.00, 4.50,, 21.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi2,cultivated,i, 33.5,0.98,,11,7, 6.00, 3.70,, 20.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi3,cultivated,i, 27.6,1.07,,14,7, 7.10, 4.50,, 25.60,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi4,cultivated,i, 19.1,1.04,,17,8, 10.50, 6.20,, 28.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi5,cultivated,i, 26.1,1.10,,10,7, 5.50, 3.70,, 25.80,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi6,cultivated,i, 28.4,1.01,,11,8, 6.50, 3.60,, 21.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi7,cultivated,i, 18.5,1.11,,17,10, 9.50, 5.50,, 24.50,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi1,wild,i, 37.4,1.44,,4,20, 1.90, 1.00,, 26.20,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi2,wild,i, 39.3,1.49,,7,17, 1.80, 1.20,, 25.80,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi3,wild,i, 39.5,1.26,,4,11, 1.60, 0.90,, 28.80,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi4,wild,i, 40.0,1.46,,7,29, 2.00, 1.20,, 23.10,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi5,wild,i, 41.6,1.36,,4,11, 1.70, 1.00,, 27.30,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi6,wild,i, 40.3,1.34,,5,15, 1.90, 1.10,, 29.10,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Poi7,wild,i, 39.2,1.29,,5,13, 2.00, 1.60,, 29.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss1,cultivated,s, 6.4,,dry,12,5, 7.10, 3.00,, 17.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss2,cultivated,s, 9.0,,dry,11,7, 7.00, 3.90,, 28.00,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss3,cultivated,s, 8.8,,dry,13,8, 6.60, 5.50,, 22.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss4,cultivated,s, 10.6,,dry,13,7, 7.10, 4.70,, 24.60,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss5,cultivated,s, 5.9,,dry,16,6, 8.50, 5.60,, 35.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss6,cultivated,s, 7.6,,dry,15,7, 8.50, 4.50,, 28.50,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss7,cultivated,s, 10.1,,dry,13,7, 7.50, 4.10,, 22.50,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos1,wild,s, 24.7,1.08,,6,14, 2.10, 1.30,, 24.50,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos2,wild,s, 23.1,1.15,,11,23, 2.00, 1.20,, 27.70,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos3,wild,s, 23.3,1.15,,4,12, 1.20, 1.00,, 25.10,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos4,wild,s, 24.1,1.18,,4,19, 1.70, 1.00,, 28.40,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos5,wild,s, 22.9,1.25,,6,19, 2.20, 1.40,, 28.20,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos6,wild,s, 22.0,1.12,,8,19, 2.10, 1.20,, 33.00,,,,,,Alive,
G5,W3,2022-10-26,Portulaca oleracea,Pos7,wild,s, 23.3,1.11,,5,16, 1.50, 1.00,, 29.90,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc1,cultivated,c, 50.1,1.14,,14,8, 7.20, 4.10,, 27.70,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc2,cultivated,c, 47.9,1.43,,14,8, 7.50, 4.60,, 26.70,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc3,cultivated,c, 53.1,1.16,,10,8, 5.30, 3.00,, 27.50,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc4,cultivated,c, 44.5,1.07,,14,8, 8.00, 4.60,, 26.10,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc5,cultivated,c, 47.7,1.38,,15,10, 7.50, 4.60,, 21.90,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc6,cultivated,c, 44.8,1.15,,16,8, 8.20, 6.00,, 22.00,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc7,cultivated,c, 42.9,1.16,,15,9, 8.50, 5.00,, 27.20,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc1,wild,c, 50.1,1.40,,5,14, 2.00, 1.10,, 30.20,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc2,wild,c, 44.2,1.80,,2,23, 2.20, 1.30,, 28.10,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc3,wild,c, 55.3,1.59,,1,26, 2.20, 1.30,, 30.10,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc4,wild,c, 59.3,1.58,,7,27, 2.50, 1.20,, 26.40,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc5,wild,c, 51.5,1.52,,12,22, 2.10, 1.20,, 29.90,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc6,wild,c, 55.8,1.55,,3,21, 2.10, 1.20,, 19.60,,,,,,Alive,
G5,W4,2022-11-02,Portulaca oleracea,Poc7,wild,c, 53.1,1.88,,5,22, 2.00, 1.10,, 25.70,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi1,cultivated,i, 16.1,1.40,,13,8, 6.50, 3.00,, 25.10,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi2,cultivated,i, 22.0,1.15,,11,8, 5.90, 3.70,, 19.00,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi3,cultivated,i, 16.8,1.26,,14,8, 7.10, 4.60,, 26.80,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi4,cultivated,i, 9.7,,dry,17,9, 10.00, 5.70,, 29.10,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi5,cultivated,i, 15.0,,dry,11,8, 5.20, 3.60,, 26.00,,,,,,Alive,
