epoch,train,val_loss,val_species,val_phylum,val_solvents,val_assays,val_total
23,"{'species': 0.30592771619558334, 'phylum': 0.17343727499246597, 'solvents': 0.02428794838488102, 'assays': 0.023795080681641895, 'total': 0.43597036600112915}",2.591008424758911,1.9136892557144165,1.296372652053833,0.016669610515236855,0.01557917520403862,2.591008424758911
24,"{'species': 0.3201061834891637, 'phylum': 0.2224829668800036, 'solvents': 0.026410633077224095, 'assays': 0.02550594648346305, 'total': 0.4781630535920461}",2.65901517868042,1.924602746963501,1.4107369184494019,0.014762185513973236,0.01785215549170971,2.65901517868042
25,"{'species': 0.30955008665720624, 'phylum': 0.2525259057680766, 'solvents': 0.02527782755593459, 'assays': 0.01866702948852132, 'total': 0.47602449854214984}",2.7379961013793945,1.929303526878357,1.5601820945739746,0.013201701454818249,0.019250065088272095,2.7379961013793945
26,"{'species': 0.7688231915235519, 'phylum': 0.9079306038717428, 'solvents': 0.01754043041728437, 'assays': 0.029523629695177078, 'total': 1.263947715361913}",2.752694606781006,1.891400694847107,1.663881778717041,0.013058781623840332,0.020368216559290886,2.752694606781006
27,"{'species': 0.2230424458781878, 'phylum': 0.230505441625913, 'solvents': 0.04245563099781672, 'assays': 0.029817208647727966, 'total': 0.40460456411043805}",2.8655269145965576,1.9308428764343262,1.811663269996643,0.012094704434275627,0.02094726264476776,2.8655269145965576
28,"{'species': 0.17655772611033171, 'phylum': 0.10788843035334139, 'solvents': 0.02041110706826051, 'assays': 0.0645781767865022, 'total': 0.30257558325926465}",2.959017753601074,1.986458659172058,1.8864820003509521,0.011227818205952644,0.0226128026843071,2.959017753601074
29,"{'species': 0.22982937206203738, 'phylum': 0.15608478349167854, 'solvents': 0.018591508890191715, 'assays': 0.02476954273879528, 'total': 0.3462788909673691}",2.8585376739501953,1.9318089485168457,1.7949423789978027,0.009886275045573711,0.02421419695019722,2.8585376739501953
30,"{'species': 0.14519760757684708, 'phylum': 0.28893280029296875, 'solvents': 0.01786254687855641, 'assays': 0.029994113991657894, 'total': 0.3315218339363734}",2.8423571586608887,1.9447928667068481,1.73825204372406,0.009332004934549332,0.023882856592535973,2.8423571586608887
31,"{'species': 0.11564437424143155, 'phylum': 0.0844124723225832, 'solvents': 0.01838062983006239, 'assays': 0.017371134211619694, 'total': 0.19012814263502756}",2.9889907836914062,2.055649757385254,1.8121027946472168,0.009497719816863537,0.022239984944462776,2.9889907836914062
32,"{'species': 0.10886443542161335, 'phylum': 0.08619705898066361, 'solvents': 0.013898371874044338, 'assays': 0.0191288764278094, 'total': 0.18116443045437336}",3.0716984272003174,2.1249592304229736,1.8415766954421997,0.009634616784751415,0.020395150408148766,3.0716984272003174
33,"{'species': 0.18389305969079336, 'phylum': 0.11410429194802418, 'solvents': 0.0160757964476943, 'assays': 0.018529960419982672, 'total': 0.2718449681997299}",2.924053430557251,2.039914846420288,1.719679832458496,0.009360798634588718,0.018672335892915726,2.924053430557251
34,"{'species': 0.08170140627771616, 'phylum': 0.0936515884338102, 'solvents': 0.022995000705122948, 'assays': 0.023975384111205738, 'total': 0.17070250709851584}",2.7034358978271484,1.9252153635025024,1.511710524559021,0.008693027310073376,0.01709054596722126,2.7034358978271484
35,"{'species': 0.1435190422149996, 'phylum': 0.08496411885001483, 'solvents': 0.01457901174823443, 'assays': 0.03009035127858321, 'total': 0.2246524008611838}",2.620061159133911,1.8972282409667969,1.4025802612304688,0.008987964130938053,0.015693508088588715,2.620061159133911
36,"{'species': 0.08030222573628028, 'phylum': 0.04734936139235894, 'solvents': 0.016715962750216324, 'assays': 0.016667661877969902, 'total': 0.1340269980331262}",2.6046738624572754,1.901663899421692,1.3621898889541626,0.00955938920378685,0.015444543212652206,2.6046738624572754
37,"{'species': 0.10534938013491531, 'phylum': 0.06574420594067003, 'solvents': 0.01676744408905506, 'assays': 0.030474731077750523, 'total': 0.17936871573328972}",2.6401522159576416,1.9375836849212646,1.361842393875122,0.009714636020362377,0.014915671199560165,2.6401522159576416
